ID,Email,Password,Nationality,Gender,Name,Surname,Age,Traveler_Type,Dietary_Restrictions
515,user515@example.com,abcd1234,Indonesian,female,Irma,Sitohang,18,Educational,"['Halal', 'Vegetarian']"
516,user516@example.com,abcd1234,Indonesian,male,Michael,Nugroho,41,Educational,"['Halal', 'Vegetarian', 'Vegan']"
517,user517@example.com,abcd1234,Indonesian,male,Faisal,Saputra,24,Educational,"['Halal', 'Gluten-free']"
518,user518@example.com,abcd1234,American,male,Steven,Adams,36,Business,"['Halal', 'Vegetarian']"
519,user519@example.com,abcd1234,Chinese,female,Hua,Fu,39,Vacation,['Vegan']
520,user520@example.com,abcd1234,Indonesian,male,Putra,Saputra,52,Vacation,['Gluten-free']
521,user521@example.com,abcd1234,Japanese,male,Naoki,Kimura,47,Educational,"['Halal', 'Kosher']"
522,user522@example.com,abcd1234,Indonesian,male,Restu,Susanto,46,Educational,['Halal']
523,user523@example.com,abcd1234,Chinese,female,Xinyi,Chen,39,Vacation,"['Halal', 'Vegetarian']"
524,user524@example.com,abcd1234,American,female,Mary,Allen,28,Vacation,"['Halal', 'Vegan', 'Gluten-free']"
525,user525@example.com,abcd1234,American,male,Danny,Williams,37,Business,"['Vegan', 'Halal', 'Vegetarian']"
526,user526@example.com,abcd1234,Dutch,male,Joris,Kok,46,Vacation,"['Halal', 'Vegan', 'Vegetarian']"
527,user527@example.com,abcd1234,Indonesian,female,Marcella,Sunandar,58,Vacation,['Lactose-free']
528,user528@example.com,abcd1234,Indonesian,female,Felicia,Sunandar,59,Business,['Vegetarian']
529,user529@example.com,abcd1234,Indonesian,female,Felicia,Sitohang,51,Vacation,['Halal']
530,user530@example.com,abcd1234,Chinese,female,Yuming,Li,18,Educational,"['Gluten-free', 'Halal', 'Vegetarian']"
531,user531@example.com,abcd1234,American,female,Nicki,Green,48,Educational,"['Halal', 'Gluten-free', 'Lactose-free']"
532,user532@example.com,abcd1234,Chinese,female,Fen,Guan,47,Business,"['Halal', 'Vegan', 'Vegetarian']"
533,user533@example.com,abcd1234,Chinese,female,Mei,Gu,35,Vacation,"['Halal', 'Vegan', 'Kosher']"
534,user534@example.com,abcd1234,Japanese,female,Rina,Nakamura,34,Vacation,"['Halal', 'Vegetarian', 'Vegan']"
535,user535@example.com,abcd1234,German,female,Johanna,Schmidt,55,Vacation,['Lactose-free']
536,user536@example.com,abcd1234,Chinese,male,Chenxiao,Mao,31,Vacation,['Vegan']
537,user537@example.com,abcd1234,American,male,Stephen,Butler,40,Educational,"['Vegan', 'Halal', 'Vegetarian']"
538,user538@example.com,abcd1234,Indonesian,male,Ahmad,Sunandar,42,Educational,"['Halal', 'Vegetarian', 'Lactose-free']"
539,user539@example.com,abcd1234,Dutch,female,Esmee,Mol,32,Educational,"['Halal', 'Vegan']"
540,user540@example.com,abcd1234,Indonesian,male,TriWahyu,Kurniawan,39,Vacation,"['Halal', 'Lactose-free', 'Vegetarian']"
541,user541@example.com,abcd1234,Chinese,female,Fang,Chen,20,Educational,['Vegan']
542,user542@example.com,abcd1234,Japanese,female,Akari,Ito,36,Vacation,"['Halal', 'Vegan']"
543,user543@example.com,abcd1234,Indonesian,male,Bayu,Simatupang,51,Business,"['Vegan', 'Vegetarian', 'Halal']"
544,user544@example.com,abcd1234,Japanese,female,Rina,Kobayashi,52,Educational,['Vegan']
545,user545@example.com,abcd1234,Japanese,male,Ryota,Matsumoto,18,Educational,"['Vegetarian', 'Halal']"
546,user546@example.com,abcd1234,Indonesian,male,Bambang,Sunandar,38,Educational,"['Vegan', 'Halal']"
547,user547@example.com,abcd1234,Indonesian,male,Yoga,Simatupang,46,Educational,['Halal']
548,user548@example.com,abcd1234,Japanese,female,Nao,Yamaguchi,23,Educational,['Vegan']
549,user549@example.com,abcd1234,Japanese,male,Ryo,Sasaki,54,Educational,['Vegetarian']
550,user550@example.com,abcd1234,German,female,Marie,Müller,18,Educational,['Lactose-free']
551,user551@example.com,abcd1234,Japanese,male,Satoshi,Takahashi,18,Educational,"['Halal', 'Vegetarian', 'Lactose-free']"
552,user552@example.com,abcd1234,Chinese,male,Hao,Zhao,44,Educational,['Gluten-free']
553,user553@example.com,abcd1234,Japanese,male,Yuta,Kobayashi,38,Educational,"['Halal', 'Vegan']"
554,user554@example.com,abcd1234,Japanese,female,Mio,Shibata,33,Educational,"['Halal', 'Vegan', 'Kosher']"
555,user555@example.com,abcd1234,Chinese,female,Xiu,Zhou,57,Business,"['Halal', 'Lactose-free', 'Vegetarian']"
556,user556@example.com,abcd1234,Indonesian,female,Jennifer,Saputra,43,Educational,['Halal']
557,user557@example.com,abcd1234,Indonesian,male,Cahya,Wijaya,33,Vacation,['Halal']
558,user558@example.com,abcd1234,Indonesian,male,Susilo,Wijaya,45,Vacation,"['Halal', 'Vegan', 'Vegetarian']"
559,user559@example.com,abcd1234,German,female,Anna,Fischer,18,Vacation,"['Halal', 'Vegetarian', 'Gluten-free']"
560,user560@example.com,abcd1234,Japanese,female,Miku,Takahashi,53,Educational,"['Halal', 'Kosher']"
561,user561@example.com,abcd1234,German,female,Anna,Schwarz,27,Educational,['Halal']
562,user562@example.com,abcd1234,Indonesian,female,Puspita,Santoso,34,Vacation,['Lactose-free']
563,user563@example.com,abcd1234,Indonesian,female,Mega,Dewanto,40,Business,"['Halal', 'Gluten-free', 'Vegetarian']"
564,user564@example.com,abcd1234,Indonesian,female,Putri,Wijaya,24,Vacation,"['Halal', 'Lactose-free']"
565,user565@example.com,abcd1234,Indonesian,male,Abdul,Simatupang,24,Educational,"['Halal', 'Vegan', 'Vegetarian']"
566,user566@example.com,abcd1234,Japanese,female,Mai,Kobayashi,32,Vacation,"['Halal', 'Vegetarian', 'Kosher']"
567,user567@example.com,abcd1234,Indonesian,male,Budi,Wulandari,51,Vacation,"['Vegan', 'Halal']"
568,user568@example.com,abcd1234,Indonesian,male,Faisal,Simatupang,21,Vacation,"['Kosher', 'Halal']"
569,user569@example.com,abcd1234,Chinese,female,Xinyan,Bai,31,Vacation,"['Halal', 'Vegetarian']"
570,user570@example.com,abcd1234,Indonesian,female,Lestari,Kurniawan,31,Vacation,['Vegetarian']
571,user571@example.com,abcd1234,Japanese,male,Kenta,Shimizu,33,Educational,"['Halal', 'Gluten-free']"
572,user572@example.com,abcd1234,German,female,Johanna,Richter,24,Business,"['Vegetarian', 'Halal']"
573,user573@example.com,abcd1234,Indonesian,female,Angelina,Sasmito,49,Educational,"['Vegetarian', 'Halal']"
574,user574@example.com,abcd1234,Japanese,male,Takashi,Tanaka,36,Vacation,['Kosher']
575,user575@example.com,abcd1234,Chinese,male,Guan,Gu,19,Vacation,"['Vegan', 'Halal', 'Vegetarian']"
576,user576@example.com,abcd1234,Chinese,male,Muyang,Gu,27,Vacation,['Vegetarian']
577,user577@example.com,abcd1234,Indonesian,female,Marcella,Santoso,34,Educational,"['Halal', 'Gluten-free', 'Vegetarian']"
578,user578@example.com,abcd1234,Chinese,male,Muyang,Wang,54,Educational,"['Vegan', 'Halal', 'Vegetarian']"
579,user579@example.com,abcd1234,Dutch,female,Lara,Bakker,29,Educational,['Halal']
580,user580@example.com,abcd1234,Indonesian,male,Budi,Saputra,23,Educational,['Halal']
581,user581@example.com,abcd1234,Dutch,male,Thijs,Schmidt,39,Vacation,"['Halal', 'Vegetarian', 'Gluten-free']"
582,user582@example.com,abcd1234,Chinese,male,Haoyu,Xiao,49,Educational,"['Halal', 'Vegetarian', 'Lactose-free']"
583,user583@example.com,abcd1234,Dutch,female,Noa,Schmidt,58,Educational,['Halal']
584,user584@example.com,abcd1234,Indonesian,female,Rini,Gunawan,37,Vacation,"['Halal', 'Kosher']"
585,user585@example.com,abcd1234,Japanese,male,Shota,Inoue,18,Educational,"['Halal', 'Gluten-free']"
586,user586@example.com,abcd1234,Indonesian,male,Cahya,Hutabarat,23,Vacation,['Halal']
587,user587@example.com,abcd1234,Indonesian,male,Michael,Herlambang,36,Vacation,['Halal']
588,user588@example.com,abcd1234,Indonesian,female,Kesya,Santoso,35,Vacation,"['Halal', 'Lactose-free', 'Gluten-free']"
589,user589@example.com,abcd1234,Indonesian,male,Susilo,Nugroho,23,Vacation,['Halal']
590,user590@example.com,abcd1234,Indonesian,female,Felicia,Gunawan,50,Educational,"['Kosher', 'Halal']"
591,user591@example.com,abcd1234,Indonesian,male,Rizky,Herlambang,40,Vacation,"['Vegan', 'Vegetarian']"
592,user592@example.com,abcd1234,Japanese,male,Takashi,Matsumoto,40,Business,"['Vegetarian', 'Vegan']"
593,user593@example.com,abcd1234,Indonesian,male,Agus,Saputra,43,Business,"['Halal', 'Vegetarian', 'Kosher']"
594,user594@example.com,abcd1234,Indonesian,male,TriWahyu,Saputra,30,Educational,"['Halal', 'Vegetarian', 'Gluten-free']"
595,user595@example.com,abcd1234,Chinese,male,Haoran,Yan,24,Educational,"['Halal', 'Vegetarian', 'Lactose-free']"
596,user596@example.com,abcd1234,Dutch,male,Thomas,Schmidt,32,Vacation,"['Halal', 'Kosher', 'Vegetarian']"
597,user597@example.com,abcd1234,Japanese,female,Miyu,Matsumoto,44,Business,"['Halal', 'Vegetarian']"
598,user598@example.com,abcd1234,Indonesian,male,Yoga,Hutabarat,43,Business,"['Vegan', 'Gluten-free']"
599,user599@example.com,abcd1234,Indonesian,female,Angelina,Susanto,50,Educational,"['Halal', 'Gluten-free', 'Vegan']"
600,user600@example.com,abcd1234,Indonesian,male,Ivan,Wulandari,32,Vacation,['Halal']
601,user601@example.com,abcd1234,Indonesian,male,Bambang,Sunandar,53,Vacation,"['Vegetarian', 'Halal']"
602,user602@example.com,abcd1234,Indonesian,female,Felicia,Susanto,44,Business,"['Vegan', 'Vegetarian', 'Halal']"
603,user603@example.com,abcd1234,Indonesian,male,Susilo,Saputra,22,Educational,"['Gluten-free', 'Vegetarian']"
604,user604@example.com,abcd1234,Indonesian,female,Vania,Wulandari,19,Educational,"['Vegan', 'Halal']"
605,user605@example.com,abcd1234,Indonesian,female,Felicia,Gunawan,50,Vacation,"['Halal', 'Lactose-free']"
606,user606@example.com,abcd1234,Dutch,male,Stijn,Kramer,33,Business,['Vegetarian']
607,user607@example.com,abcd1234,Indonesian,female,Jennifer,Sitohang,40,Vacation,['Halal']
608,user608@example.com,abcd1234,Indonesian,female,Puspita,Simatupang,55,Educational,['Vegetarian']
609,user609@example.com,abcd1234,Japanese,male,Ryota,Matsumoto,33,Educational,['Halal']
610,user610@example.com,abcd1234,Japanese,female,Sakura,Tanaka,31,Educational,['Halal']
611,user611@example.com,abcd1234,Indonesian,male,Budi,Sitohang,46,Educational,"['Halal', 'Gluten-free']"
612,user612@example.com,abcd1234,German,male,Daniel,Braun,43,Business,['Halal']
613,user613@example.com,abcd1234,Japanese,male,Naoki,Inoue,52,Educational,"['Halal', 'Vegetarian']"
614,user614@example.com,abcd1234,Indonesian,male,Agus,Simatupang,32,Educational,['Vegetarian']
615,user615@example.com,abcd1234,Chinese,female,Xinyi,Zhang,20,Vacation,['Halal']
616,user616@example.com,abcd1234,Chinese,male,Hao,Zhou,40,Educational,"['Gluten-free', 'Halal', 'Vegan']"
617,user617@example.com,abcd1234,Indonesian,male,Cahya,Sasmito,46,Vacation,['Vegan']
618,user618@example.com,abcd1234,Indonesian,female,Vania,Wijaya,51,Vacation,"['Vegan', 'Gluten-free']"
619,user619@example.com,abcd1234,American,male,Jimmy,Butler,50,Educational,"['Halal', 'Lactose-free']"
620,user620@example.com,abcd1234,German,male,Noah,Braun,58,Educational,"['Halal', 'Vegetarian']"
621,user621@example.com,abcd1234,Indonesian,female,Kesya,Saputra,58,Educational,"['Halal', 'Vegetarian']"
622,user622@example.com,abcd1234,Indonesian,female,Angelina,Susanto,40,Business,"['Halal', 'Vegetarian']"
623,user623@example.com,abcd1234,Indonesian,female,Christine,Nugroho,24,Educational,"['Gluten-free', 'Vegetarian']"
624,user624@example.com,abcd1234,Dutch,female,Fleur,Kramer,20,Educational,['Halal']
625,user625@example.com,abcd1234,Japanese,female,Mai,Nakamura,49,Vacation,"['Halal', 'Vegan', 'Vegetarian']"
626,user626@example.com,abcd1234,Indonesian,female,Michelle,Sasmito,48,Educational,['Halal']
627,user627@example.com,abcd1234,Dutch,female,Sophie,Mulder,35,Educational,['Vegetarian']
628,user628@example.com,abcd1234,German,male,Simon,Fischer,24,Business,"['Vegetarian', 'Halal']"
629,user629@example.com,abcd1234,Indonesian,female,Marcella,Saputra,58,Educational,['Vegetarian']
630,user630@example.com,abcd1234,Indonesian,female,Bintang,Herlambang,18,Business,['Vegetarian']
631,user631@example.com,abcd1234,German,female,Leonie,Fischer,31,Business,"['Halal', 'Vegan']"
632,user632@example.com,abcd1234,Chinese,male,Chenxiao,Liu,49,Vacation,"['Vegan', 'Vegetarian']"
633,user633@example.com,abcd1234,Japanese,male,Toshiaki,Ito,23,Educational,['Halal']
634,user634@example.com,abcd1234,Japanese,female,Rina,Watanabe,56,Vacation,['Kosher']
635,user635@example.com,abcd1234,Indonesian,female,Angelina,Susanto,27,Educational,['Halal']
636,user636@example.com,abcd1234,Indonesian,female,Felicia,Sitohang,24,Vacation,"['Halal', 'Gluten-free', 'Kosher']"
637,user637@example.com,abcd1234,Japanese,male,Kenji,Inoue,43,Educational,"['Halal', 'Vegetarian']"
638,user638@example.com,abcd1234,Indonesian,male,Ahmad,Kurniawan,51,Educational,['Halal']
639,user639@example.com,abcd1234,Indonesian,female,Lestari,Santoso,47,Educational,"['Halal', 'Vegetarian']"
640,user640@example.com,abcd1234,Indonesian,male,Budi,Sunandar,53,Vacation,['Halal']
641,user641@example.com,abcd1234,Indonesian,female,Putri,Simatupang,38,Educational,"['Vegetarian', 'Lactose-free', 'Halal']"
642,user642@example.com,abcd1234,Indonesian,male,Michael,Wijaya,34,Educational,"['Halal', 'Kosher', 'Lactose-free']"
643,user643@example.com,abcd1234,Indonesian,male,Kevin,Hutabarat,50,Educational,"['Halal', 'Vegetarian']"
644,user644@example.com,abcd1234,Indonesian,female,Felicia,Sitohang,27,Vacation,"['Vegan', 'Halal', 'Vegetarian']"
645,user645@example.com,abcd1234,Indonesian,female,Cindy,Simatupang,59,Educational,['Halal']
646,user646@example.com,abcd1234,Chinese,female,Li,Mao,29,Business,"['Halal', 'Kosher']"
647,user647@example.com,abcd1234,Japanese,female,Miku,Yamada,33,Educational,"['Halal', 'Kosher']"
648,user648@example.com,abcd1234,Japanese,male,Ryosuke,Yamamoto,58,Educational,"['Vegetarian', 'Halal']"
649,user649@example.com,abcd1234,German,male,Tim,Klein,49,Business,['Vegetarian']
650,user650@example.com,abcd1234,Dutch,male,Niek,de Boer,32,Vacation,"['Gluten-free', 'Halal']"
651,user651@example.com,abcd1234,Indonesian,female,Bintang,Dewanto,44,Vacation,['Gluten-free']
652,user652@example.com,abcd1234,Japanese,male,Haruki,Ishida,45,Educational,"['Halal', 'Vegetarian']"
653,user653@example.com,abcd1234,Japanese,female,Mai,Kobayashi,34,Educational,"['Halal', 'Gluten-free']"
654,user654@example.com,abcd1234,German,male,Niklas,Meyer,19,Vacation,"['Lactose-free', 'Halal']"
655,user655@example.com,abcd1234,Indonesian,female,Natasha,Dewanto,53,Vacation,"['Halal', 'Gluten-free', 'Lactose-free']"
656,user656@example.com,abcd1234,Indonesian,female,Rini,Saputra,24,Vacation,"['Vegetarian', 'Halal']"
657,user657@example.com,abcd1234,Indonesian,male,Ahmad,Wulandari,30,Vacation,"['Lactose-free', 'Vegan', 'Vegetarian']"
658,user658@example.com,abcd1234,Indonesian,female,Fitri,Sunandar,32,Vacation,"['Vegan', 'Halal', 'Lactose-free']"
659,user659@example.com,abcd1234,Japanese,female,Airi,Matsumoto,42,Educational,"['Halal', 'Vegan', 'Vegetarian']"
660,user660@example.com,abcd1234,Japanese,male,Haruki,Suzuki,40,Business,['Halal']
661,user661@example.com,abcd1234,Indonesian,female,Rizky,Sasmito,39,Educational,"['Halal', 'Vegetarian', 'Lactose-free']"
662,user662@example.com,abcd1234,Chinese,female,Mei,Fu,43,Educational,"['Lactose-free', 'Vegetarian', 'Kosher']"
663,user663@example.com,abcd1234,Japanese,female,Erika,Yamada,50,Vacation,"['Vegetarian', 'Halal', 'Vegan']"
664,user664@example.com,abcd1234,Indonesian,male,Abdul,Santoso,28,Educational,['Vegan']
665,user665@example.com,abcd1234,Indonesian,male,Ivan,Sasmito,27,Educational,"['Kosher', 'Halal', 'Vegan']"
666,user666@example.com,abcd1234,Indonesian,female,Rini,Gunawan,42,Vacation,"['Halal', 'Lactose-free', 'Vegan']"
667,user667@example.com,abcd1234,Indonesian,male,Rizky,Sunandar,54,Business,"['Halal', 'Lactose-free']"
668,user668@example.com,abcd1234,Indonesian,female,Dewi,Wulandari,55,Vacation,"['Halal', 'Gluten-free', 'Lactose-free']"
669,user669@example.com,abcd1234,Indonesian,female,Lestari,Dewanto,58,Vacation,"['Halal', 'Vegetarian']"
670,user670@example.com,abcd1234,Indonesian,female,Siti,Santoso,41,Business,"['Vegetarian', 'Vegan', 'Halal']"
671,user671@example.com,abcd1234,Indonesian,female,Siti,Santoso,57,Vacation,['Kosher']
672,user672@example.com,abcd1234,Chinese,female,Ying,Zhao,50,Business,"['Halal', 'Kosher']"
673,user673@example.com,abcd1234,Indonesian,male,Abdul,Gunawan,34,Vacation,"['Vegan', 'Halal', 'Vegetarian']"
674,user674@example.com,abcd1234,Japanese,female,Mana,Kato,41,Business,['Gluten-free']
675,user675@example.com,abcd1234,Indonesian,male,Restu,Wulandari,54,Business,"['Gluten-free', 'Halal']"
676,user676@example.com,abcd1234,Chinese,male,Yize,Bai,19,Vacation,"['Vegetarian', 'Lactose-free', 'Halal']"
677,user677@example.com,abcd1234,Indonesian,female,Rini,Santoso,49,Educational,['Vegetarian']
678,user678@example.com,abcd1234,Indonesian,female,Rizky,Gunawan,41,Business,"['Halal', 'Vegetarian']"
679,user679@example.com,abcd1234,Chinese,male,Muchen,Yang,26,Educational,['Vegetarian']
680,user680@example.com,abcd1234,Chinese,male,Wente,Zhang,21,Business,"['Halal', 'Kosher', 'Vegetarian']"
681,user681@example.com,abcd1234,American,male,George,Adams,34,Educational,"['Halal', 'Vegetarian']"
682,user682@example.com,abcd1234,Indonesian,female,Mega,Sunandar,34,Business,"['Halal', 'Vegetarian']"
683,user683@example.com,abcd1234,Indonesian,male,Chandra,Hutabarat,47,Educational,['Vegan']
684,user684@example.com,abcd1234,Japanese,female,Mana,Matsumoto,57,Educational,"['Halal', 'Vegetarian', 'Kosher']"
685,user685@example.com,abcd1234,Chinese,female,Ying,Xiao,28,Business,"['Halal', 'Vegetarian']"
686,user686@example.com,abcd1234,Japanese,female,Airi,Kimura,38,Educational,"['Lactose-free', 'Kosher']"
687,user687@example.com,abcd1234,Japanese,male,Naoki,Ishida,38,Educational,"['Halal', 'Vegetarian', 'Vegan']"
688,user688@example.com,abcd1234,Indonesian,female,Kesya,Saputra,35,Vacation,['Halal']
689,user689@example.com,abcd1234,German,female,Marie,Klein,46,Educational,"['Halal', 'Vegetarian', 'Lactose-free']"
690,user690@example.com,abcd1234,Indonesian,female,Kamila,Santoso,41,Educational,"['Halal', 'Lactose-free', 'Kosher']"
691,user691@example.com,abcd1234,Indonesian,female,Kamila,Gunawan,27,Vacation,"['Halal', 'Vegan', 'Lactose-free']"
692,user692@example.com,abcd1234,Indonesian,female,Puspita,Santoso,34,Vacation,"['Halal', 'Gluten-free', 'Vegan']"
693,user693@example.com,abcd1234,Japanese,male,Riku,Inoue,35,Educational,"['Lactose-free', 'Vegan', 'Halal']"
694,user694@example.com,abcd1234,Indonesian,female,Valerie,Hutabarat,59,Educational,"['Gluten-free', 'Vegetarian']"
695,user695@example.com,abcd1234,Indonesian,female,Puspita,Herlambang,37,Educational,['Halal']
696,user696@example.com,abcd1234,Japanese,male,Toshiaki,Ito,54,Educational,"['Halal', 'Gluten-free', 'Kosher']"
697,user697@example.com,abcd1234,Indonesian,female,Rizky,Wijaya,35,Vacation,"['Vegetarian', 'Lactose-free']"
698,user698@example.com,abcd1234,Japanese,male,Kazuki,Yamaguchi,34,Educational,"['Halal', 'Lactose-free', 'Kosher']"
699,user699@example.com,abcd1234,Indonesian,female,Vania,Hutabarat,26,Business,"['Kosher', 'Halal', 'Vegan']"
700,user700@example.com,abcd1234,Dutch,male,Martijn,Veenstra,31,Vacation,"['Vegan', 'Halal']"
701,user701@example.com,abcd1234,Japanese,male,Haruki,Nakamura,46,Educational,"['Halal', 'Vegetarian']"
702,user702@example.com,abcd1234,Indonesian,female,Cindy,Herlambang,48,Educational,"['Halal', 'Vegan']"
703,user703@example.com,abcd1234,Indonesian,female,Irma,Dewanto,21,Business,"['Vegetarian', 'Halal', 'Gluten-free']"
704,user704@example.com,abcd1234,Indonesian,female,Vania,Gunawan,35,Educational,"['Vegetarian', 'Halal', 'Kosher']"
705,user705@example.com,abcd1234,Indonesian,male,Bintang,Herlambang,37,Vacation,"['Vegetarian', 'Halal', 'Lactose-free']"
706,user706@example.com,abcd1234,Chinese,male,Yang,Liu,26,Vacation,"['Halal', 'Vegetarian']"
707,user707@example.com,abcd1234,Indonesian,male,Ivan,Santoso,30,Educational,['Halal']
708,user708@example.com,abcd1234,American,female,Marie,Williams,32,Vacation,['Halal']
709,user709@example.com,abcd1234,Indonesian,male,Joko,Simatupang,44,Business,"['Halal', 'Kosher', 'Vegetarian']"
710,user710@example.com,abcd1234,Japanese,male,Takahiro,Ito,32,Vacation,"['Vegan', 'Vegetarian', 'Halal']"
711,user711@example.com,abcd1234,German,female,Julia,Fischer,45,Educational,"['Vegetarian', 'Halal', 'Vegan']"
712,user712@example.com,abcd1234,Japanese,male,Naoki,Ishida,54,Business,"['Halal', 'Vegetarian', 'Lactose-free']"
713,user713@example.com,abcd1234,Dutch,male,Stan,Kramer,36,Vacation,['Gluten-free']
714,user714@example.com,abcd1234,Indonesian,female,Putri,Sasmito,43,Educational,"['Halal', 'Vegan']"
715,user715@example.com,abcd1234,Indonesian,male,Bintang,Susanto,43,Vacation,"['Halal', 'Vegan', 'Gluten-free']"
716,user716@example.com,abcd1234,Chinese,female,Fang,Wang,42,Business,['Halal']
717,user717@example.com,abcd1234,American,female,Rebecca,Anderson,43,Educational,"['Vegan', 'Halal']"
718,user718@example.com,abcd1234,Chinese,female,Yuming,Liu,43,Vacation,['Vegetarian']
719,user719@example.com,abcd1234,Indonesian,female,Angelina,Saputra,45,Educational,['Lactose-free']
720,user720@example.com,abcd1234,German,female,Emma,Weber,35,Vacation,['Vegetarian']
721,user721@example.com,abcd1234,Chinese,male,Xiaoyang,Yang,49,Vacation,"['Kosher', 'Halal']"
722,user722@example.com,abcd1234,Indonesian,male,Michael,Sitohang,20,Vacation,"['Halal', 'Vegan', 'Gluten-free']"
723,user723@example.com,abcd1234,Indonesian,female,Siti,Kurniawan,19,Vacation,['Kosher']
724,user724@example.com,abcd1234,German,female,Leonie,Braun,50,Educational,"['Vegan', 'Lactose-free']"
725,user725@example.com,abcd1234,Japanese,male,Takahiro,Tanaka,59,Vacation,['Halal']
726,user726@example.com,abcd1234,American,female,Kylie,Barnes,36,Vacation,"['Halal', 'Vegetarian', 'Lactose-free']"
727,user727@example.com,abcd1234,Indonesian,female,Michelle,Susanto,34,Educational,"['Vegetarian', 'Halal']"
728,user728@example.com,abcd1234,German,female,Lena,Wolf,50,Educational,"['Halal', 'Vegetarian', 'Vegan']"
729,user729@example.com,abcd1234,Indonesian,male,Ivan,Hutabarat,29,Vacation,"['Halal', 'Lactose-free']"
730,user730@example.com,abcd1234,Indonesian,male,Adrian,Herlambang,20,Vacation,['Lactose-free']
731,user731@example.com,abcd1234,Indonesian,female,Jennifer,Sasmito,43,Vacation,['Vegetarian']
732,user732@example.com,abcd1234,American,female,Elizabeth,Cooper,52,Business,"['Kosher', 'Halal']"
733,user733@example.com,abcd1234,Japanese,male,Takahiro,Matsumoto,25,Business,['Halal']
734,user734@example.com,abcd1234,Japanese,male,Kaito,Hayashi,53,Educational,"['Halal', 'Gluten-free', 'Vegan']"
735,user735@example.com,abcd1234,Indonesian,female,Dewi,Dewanto,24,Educational,"['Halal', 'Vegan']"
736,user736@example.com,abcd1234,Chinese,female,Jing,Xi,53,Vacation,"['Halal', 'Lactose-free', 'Kosher']"
737,user737@example.com,abcd1234,Indonesian,male,Rizky,Dewanto,33,Vacation,['Halal']
738,user738@example.com,abcd1234,American,male,Steven,Cooper,41,Business,['Halal']
739,user739@example.com,abcd1234,Indonesian,male,Abdul,Wijaya,18,Vacation,"['Halal', 'Vegetarian']"
740,user740@example.com,abcd1234,Indonesian,female,Valerie,Santoso,42,Business,['Vegan']
741,user741@example.com,abcd1234,Dutch,male,Julian,Bakker,27,Educational,['Vegetarian']
742,user742@example.com,abcd1234,Indonesian,female,Cindy,Wijaya,33,Educational,"['Halal', 'Kosher']"
743,user743@example.com,abcd1234,German,male,Noah,Schneider,33,Educational,['Halal']
744,user744@example.com,abcd1234,Japanese,male,Ryo,Takahashi,25,Educational,"['Vegan', 'Halal']"
745,user745@example.com,abcd1234,Indonesian,male,Chandra,Saputra,46,Vacation,"['Halal', 'Vegan']"
746,user746@example.com,abcd1234,Chinese,male,Muyang,Gu,56,Educational,"['Halal', 'Vegetarian']"
747,user747@example.com,abcd1234,Indonesian,female,Mega,Simatupang,45,Vacation,"['Halal', 'Vegan', 'Vegetarian']"
748,user748@example.com,abcd1234,Japanese,female,Ayaka,Nakamura,23,Vacation,"['Halal', 'Vegetarian', 'Kosher']"
749,user749@example.com,abcd1234,Chinese,male,Yize,Xiao,33,Educational,"['Vegan', 'Halal', 'Vegetarian']"
750,user750@example.com,abcd1234,Japanese,female,Sakura,Yamamoto,37,Business,"['Halal', 'Vegan', 'Kosher']"
751,user751@example.com,abcd1234,Indonesian,male,Joko,Sitohang,33,Educational,"['Halal', 'Vegetarian']"
752,user752@example.com,abcd1234,Chinese,male,Fu,Guan,24,Vacation,"['Vegan', 'Halal', 'Vegetarian']"
753,user753@example.com,abcd1234,Japanese,male,Kazuki,Sato,58,Educational,"['Vegetarian', 'Kosher', 'Halal']"
754,user754@example.com,abcd1234,Indonesian,male,Cahya,Wijaya,31,Educational,"['Lactose-free', 'Halal', 'Vegetarian']"
755,user755@example.com,abcd1234,Indonesian,female,Bintang,Nugroho,43,Educational,['Halal']
756,user756@example.com,abcd1234,German,male,Tim,Klein,43,Educational,"['Halal', 'Vegetarian', 'Kosher']"
757,user757@example.com,abcd1234,Japanese,male,Haruki,Ito,31,Vacation,"['Halal', 'Vegetarian', 'Gluten-free']"
758,user758@example.com,abcd1234,Japanese,female,Nao,Yamaguchi,24,Educational,"['Halal', 'Vegetarian', 'Vegan']"
759,user759@example.com,abcd1234,Chinese,male,Xiaoyang,Liu,50,Educational,['Halal']
760,user760@example.com,abcd1234,German,male,Luca,Schwarz,43,Educational,['Vegetarian']
761,user761@example.com,abcd1234,Indonesian,male,Restu,Dewanto,37,Educational,['Halal']
762,user762@example.com,abcd1234,Indonesian,female,Marcella,Dewanto,20,Educational,"['Halal', 'Vegetarian', 'Vegan']"
763,user763@example.com,abcd1234,Indonesian,male,Michael,Hutabarat,21,Educational,['Halal']
764,user764@example.com,abcd1234,German,female,Julia,Schneider,43,Educational,"['Kosher', 'Halal', 'Gluten-free']"
765,user765@example.com,abcd1234,Indonesian,male,Michael,Sunandar,28,Educational,['Vegetarian']
766,user766@example.com,abcd1234,Japanese,male,Kazuki,Inoue,19,Educational,"['Kosher', 'Halal', 'Vegetarian']"
767,user767@example.com,abcd1234,German,female,Clara,Schwarz,31,Business,"['Halal', 'Vegetarian', 'Gluten-free']"
768,user768@example.com,abcd1234,Chinese,male,Yong,Chen,47,Vacation,['Halal']
